"","lat","lon","Operator","Class"
"578",12.9298301,77.5573936,"Vodafone","poor"
"579",12.9673759,77.5963383,"Vodafone","good"
"580",12.9281468,77.5579677,"Vodafone","poor"
"581",12.9612869,77.594335,"Vodafone","good"
"582",12.96868376,77.60044658,"Vodafone","good"
"583",12.9463419,77.6467666,"Vodafone","poor"
"584",12.9411575,77.6019571,"Vodafone","good"
"585",12.9282227,77.5581486,"Vodafone","good"
"586",12.9463187,77.6467442,"Vodafone","good"
"587",12.9306275,77.6022696,"Vodafone","good"
"588",12.9201522,77.684436,"Vodafone","poor"
"589",12.9463314,77.6467778,"Vodafone","poor"
"590",12.9311451,77.6287439,"Vodafone","poor"
"591",12.96685548,77.61014625,"Vodafone","good"
"592",12.9463314,77.6467778,"Vodafone","poor"
"593",12.9472548,77.6462408,"Vodafone","good"
"594",12.9297633,77.5576318,"Vodafone","good"
"595",12.9280596,77.5579901,"Vodafone","good"
"596",12.9580034,77.602941,"Vodafone","good"
"597",12.9272631,77.5859522,"Vodafone","good"
"598",12.9464492,77.6469344,"Vodafone","good"
"599",12.8410295,77.6545073,"Vodafone","satisfactory"
"600",12.9282954,77.5601395,"Vodafone","good"
